IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,WACR,1552,,,,,19,11,WACR,1552,,,19,11,29,6,0,PM,01,0,0,0,0,,BERLIN,MIM4.6,50,27,4,1,10,E,WACR,2,1690,1,Y,MAIN LINE WACR M&B D,X,,2,CSXT,706659,10,Y,CSXT,706659,10,Y,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,27920,3375,E46C,,0,0,0,0,E46C,2,X,10,31295,,50C023,0,0,0,1,0,1,0,10,,10,,1,1,,3,,,,312,,2019,0,0,0,0,0,0,WASHINGTON,23,,,,N,OTH,000-000-000,I WAS OPERATING ENGINE 207 HEADED FOR MONTPELIER WITH 13 LOADS OF GRANITE. AT ABOUT 18:00 HRS WAS MO,VING OVER A SLIGHT HILL AND MADE A BRAKE APPLICATION AT THAT TIME TRAIN WENT INTO EMERGENCY. THOUGH,IN MIGHT BE A KICKER BUT TRAIN NINE WOULD NOT RESET. WENT BACK TO INVESTIGATE AND FOUND FOUR CARS ON,THE GROUND.,,,,,,,,,,,,0,44.225.326,-72.549.847,2,5,K,L,,SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,BNSF,NW1119112,,,,,19,11,BNSF,NW1119112,,,19,11,29,10,54,AM,01,0,0,0,0,,VANCOUVER,136.0,53,45,2,1,4,E,YVAW,1,4126,7,Y,4509,X,,2,BNSF,561352,4,Y,,,0,,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,2,0,0,0,0,12500,40951,H312,,0,0,0,0,H312,2,X,4,53451,,53C011,0,0,0,0,0,1,1,,,3,51,1,8,,1,,,,169,,2019,0,0,0,0,0,0,CLARK,11,,,,N,OTH,000-000-000,RCO Y-VAW1232-29 DERAILED 2 RAILCARS WHILE SHOVING YARD TRACK 4509 DUE TO PASSED COUPLERS OTHER THAN,AUTOMATED CLASSIFICATION YARD. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,3,45.638.165,-122.686.671,2,5,K,,,SEATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,UP,1219PN010,,,,,19,12,UP,1219PN010,,,19,12,10,1,46,AM,12,0,0,0,0,,FIFE,147.5,53,38,4,4,5,R,YTA5,2,1658,7,Y,YARD 101,X,,2,UP,1202,1,,,,0,,1,0,0,0,0,1,0,0,0,0,8,0,23,0,0,0,0,0,0,0,15794,1098,H607,,0,0,0,0,H607,2,X,5,17092,,53C053,0,0,0,1,0,0,1,1,47,,,1,8,,1,,,,166,,2019,0,0,0,0,0,0,PIERCE,53,0,0,,N,OTH,000-000-000,YTA53-09 WHILE PULLING DOWN THE LEAD ENCOUNTERED A SWITCH THAT WAS LINED INTO SITTING TRAIN IHIBA-09,.  THEY SIDESWIPED THE STATIONARY TRAIN, DERAILING ONE LOCOMOTIVE.,,,,,,,,,,,,,,0,47.238.104,-122.386.628,2,5,K,,,SEATTLE SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,UP,1219PN010,,,,,19,12,UP,1219PN010,,,19,12,10,1,46,AM,12,0,0,0,0,,FIFE,147.5,53,38,4,4,0,R,IHIB,2,4136,1,Y,YARD 101,X,,2,DTTX,654949,46,Y,,,0,,3,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,200,0,H607,,0,0,0,0,H607,2,X,5,17092,,53C053,0,0,0,0,0,1,0,,,4,31,3,8,,1,,,,166,,2019,0,0,0,0,0,0,PIERCE,53,0,0,,N,OTH,000-000-000,YTA53-09 WHILE PULLING DOWN THE LEAD ENCOUNTERED A SWITCH THAT WAS LINED INTO SITTING TRAIN IHIBA-09,.  THEY SIDESWIPED THE STATIONARY TRAIN, DERAILING ONE LOCOMOTIVE.,,,,,,,,,,,,,,0,47.238.104,-122.386.628,2,5,K,,,SEATTLE SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,UP,1119PN014,,,,,19,11,UP,1119PN014,,,19,11,15,10,30,PM,01,0,0,0,0,,SPOKANE,162.38,53,37,4,1,5,E,METS,1,17390,1,Y,YARD 401,1,,4,NDYX,850678,27,Y,,,0,,2,0,0,1,0,0,0,0,0,0,129,0,11,0,0,7,0,1,0,0,68534,55232,T206,,0,0,0,0,T206,4,1,5,123766,,53C063,0,0,0,1,0,1,1,5,30,5,30,1,8,,1,,,,231,,2019,0,0,0,0,0,0,SPOKANE,63,,,,N,CWR,000-000-000,METSK-15,FOUND 8 CARS DERAILED TO THE INSIDE OF THE TRACK OF TRAIN INBOUND TO THE SPOKANE YARD ON W,ALLACE INDUSTRIAL LEAD.  SPIKES AND/OR FASTENERS WERE FOUND TO NOT BE IN POSITION TO HOLD RAIL SUFFI,CIENTLY AT POINT OF DERAILMENT.,,,,,,,,,,,,,0,47.657.814,-117.355.904,1,5,L,,,WALLACE IND LD,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,BNSF,PR0219104,,,,,19,2,BNSF,PR0219104,,,19,2,4,3,0,PM,03,0,0,0,0,,WHEATLAND,105.4,56,27,2,2,23,R,CBTM,3,17732,1,Y,SINGLE MAIN TRACK,4,142.80,1,BNSF,8441,1,,,,0,,2,0,0,0,2,2,0,0,0,0,124,0,0,0,0,2,0,0,0,0,997553,210000,H605,,0,0,0,2,H605,1,4,23,1735220,,56C031,2,0,0,1,0,1,0,9,15,9,15,3,6,,1,,,,285,,2019,0,2,0,0,0,0,PLATTE,31,0,0,,N,CWR,000-000-000,C-BTMSLP0-25 IMPACTED THE C-NAMJOJ0-11 WHILE TRAVERSING SINGLE MAIN TRACK DUE TO FAILURE TO COMPLY W,ITH RESTRICTED SPEED IN CONNECTION WITH A RESTRICTIVE INDICATION OF A BLOCK SIGNAL.  RESULTED IN A T,OTAL OF 3 LOCOMOTIVES AND 5 RAILCARS DERAILED.  NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,0,42.347.817,-104.899.184,1,1,Q,,,CANYON,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,BNSF,PR0219104,,,,,19,2,BNSF,PR0219104,,,19,2,4,3,0,PM,03,0,0,0,0,,WHEATLAND,105.4,56,27,2,2,0,R,CNAM,3,18968,1,Y,SINGLE MAIN TRACK,4,142.80,1,BNSF,6348,138,,,,0,,2,0,0,0,1,0,0,0,0,1,135,0,0,0,0,3,0,0,0,0,527667,0,H605,,0,2,0,2,H605,1,4,23,1735220,,56C031,0,0,0,1,0,1,0,10,,10,,1,6,,1,,,,285,,2019,0,0,0,0,0,0,PLATTE,31,0,0,,N,CWR,000-000-000,C-BTMSLP0-25 IMPACTED THE C-NAMJOJ0-11 WHILE TRAVERSING SINGLE MAIN TRACK DUE TO FAILURE TO COMPLY W,ITH RESTRICTED SPEED IN CONNECTION WITH A RESTRICTIVE INDICATION OF A BLOCK SIGNAL.  RESULTED IN A T,OTAL OF 3 LOCOMOTIVES AND 5 RAILCARS DERAILED.  NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,0,42.347.817,-104.899.184,1,1,Q,,,CANYON,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,UP,0319RM004,,,,,19,3,UP,0319RM004,,,19,3,6,2,33,AM,01,10,0,0,0,,LARAMIE,565.0,56,32,4,2,30,E,MNPH,4,9774,1,Y,MAIN LINE 1,5,46.7,1,TTZX,866014,157,N,TTZX,866014,157,N,3,0,0,0,1,0,0,0,0,0,49,0,105,0,0,0,0,1,0,0,7163,49560,E33C,,0,0,0,0,E33C,1,5,30,56723,,56C001,0,0,0,1,0,1,0,3,38,3,38,1,6,,1,,,,332,,2019,0,0,0,0,0,0,ALBANY,1,,,,N,CWR,000-000-000,THE MNPHKB-05 TRAVELING WEST THROUGH THE CROSSOVER AT MP 565 DERAILED AND CAME TO A STOP AT THE WEST,END OF THE CROSSOVER.  AFTER AN INSPECTION OF THE TRAIN BY THE CONDUCTOR, HE OBSERVED THE DRAWBAR F,ROM THE SECOND CAR FROM THE REAR OF THE TRAIN HAD FALLEN OUT AND ENDED UP UNDER THE REAR SET OF TRUC,KS OF THE LAST CAR OF THE TRAIN.,,,,,,,,,,,,0,41.294.825,-105.595.682,1,1,Q,,,LARAMIE SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,UP,0719RM035,,,,,19,7,UP,0719RM035,,,19,7,27,6,50,PM,01,16,0,0,0,,GREEN RIVER,817.31,56,77,3,1,13,R,MNPR,4,21706,1,Y,MAIN LINE 1,3,133.0,1,UP,913711,60,N,,,0,,4,0,2,0,0,0,0,0,0,0,144,0,68,0,0,0,0,3,0,0,18924,116940,H503,H501,0,0,0,0,H503,1,3,13,135864,,56C037,0,0,0,1,0,1,0,1,5,1,5,1,8,,1,,,,489,,2019,0,0,0,0,0,0,SWEETWATER,37,0,,,N,CWR,000-000-000,MNPRV-25,WAS DEPARTING WEST FROM GREEN RIVER MAIN TRACK 2 TO MAIN TRACK 1 ON A DIVERGING ADVANCED A,PPROACH SIGNAL,CROSSING OVER AT 817 (WEST END OF THE YARD). CREW STATED THEY FELT A BUMP PRIOR TO R,OUNDHOUSE PERSONNEL ALERTING THE TRAIN TO COME TO A STOP UPON NOTICING DUST BEING KICKED UP COMING T,HROUGH THE 817 CROSSOVER. UPON INSPECTION 3 EMPTY RAILCARS WERE JACKKNIFED AND HAD BEEN DRAGGING SIN,CE THEY PASSED THE CROSSOVER SWITCH. #35 TOTAL CARS 212 IS CONFIRMED CORRECT BY RAILROAD.,,,,,,,,,,,0,4.152.927,-109.471.031,1,1,Q,,,EVANSTON SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,UP,0819RM002,,,,,19,8,UP,0819RM002,,,19,8,3,5,0,PM,01,0,0,0,0,,GREEN RIVER,815.9,56,90,2,2,0,R,,,5538,6,N,YARD 014,1,,2,GATX,208803,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11925,0,E07C,,0,0,0,0,E07C,2,1,10,21914,,56C037,0,0,0,0,0,0,0,,,,,3,8,,1,,,,354,,2019,0,0,0,0,0,0,SWEETWATER,37,0,0,,N,OTH,000-000-000,YGR21R-03,LEAD LOCOMOTIVE UP1811 WAS SHOVING WEST WITH A HOLD OF 46 CARS OFF THE EAST END LEAD INTO,14 TRACK. 1 EMPTY CENTER BEAM DERAILED COMING THROUGH THE FROG,SPLITTING 8 AND 9 TRACK. THE DERAIL,ED CAR CLIMBED THE FROG, DERAILING ITS TRAILING SET OF TRUCKS TO THE NORTH SIDE OF THE RAIL, ENDED U,P FOULING 13 TRACK WHICH STUCK CARS ON ADJACENT TRACK.,,,,,,,,,,,,0,41.519.489,-109.447.917,2,5,K,,,RAWLINS SUB,,,,,,,,,,,,,,,,,,,,,,,,
19,8,UP,0819RM012,,,,,19,8,UP,0819RM012,,,19,8,11,5,15,AM,01,0,0,0,0,,GREEN RIVER,817.02,56,58,1,2,2,E,MGRR,4,0,8,Y,YARD 524,1,,2,UP,5395,1,,,,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34319,0,H303,,0,0,0,0,H303,2,1,2,34319,,56C037,0,0,0,1,0,1,0,1,15,1,15,1,8,,1,,,,191,,2019,0,0,0,0,0,0,SWEETWATER,37,0,0,,N,OTH,000-000-000,MGRROX-11,LEAD LOCOMOTIVE UP5395,POWER MOVE HAD TO PULL FORWARD TO CLEAR THE CIRCUIT OF THE #2 RCL,AND RAN OVER DERAIL. ROUNDHOUSE EMPLOYEE PLACED THE DERAIL BACK IN THE DERAILING POSITION.,,,,,,,,,,,,,,0,41.526.373,-10.946.685,2,5,K,,,RAWLINS SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,UP,0419RM039,,,,,19,4,UP,0419RM039,,,19,4,28,11,9,AM,01,41,0,0,0,,LARAMIE,565.1,56,59,2,2,4,R,MGRN,3,17684,1,Y,MAIN LINE 3,1,46.3,1,CTRN,500382,97,N,,,0,,3,0,1,0,0,0,0,0,0,0,113,0,70,0,0,0,0,2,0,0,8691,18564,H522,,0,0,0,0,H522,1,1,4,27255,,56C001,0,0,0,1,0,1,0,8,14,8,44,1,6,,1,,,,97,,2019,0,0,0,0,0,0,ALBANY,1,0,0,,N,CWR,000-000-000,MGRNY-27 WAS SHOVING INTO 3 TRACK IN LARAMIE YARD AND DERAILED TWO CARS,CTRN500382 AND MP723762.,,,,,,,,,,,,,,,0,41.290.825,-105.599.004,1,1,,,,LARAMIE SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,UP,0919RM028,,,,,19,9,UP,0919RM028,,,19,9,8,2,45,PM,11,2,0,0,0,,KEMMERER,60.0,56,53,2,2,30,E,MPDN,3,9098,1,Y,SINGLE MAIN TRACK,3,52.8,1,UP,6194,2,,UP,6194,2,,4,0,0,0,0,0,0,0,0,0,74,0,11,0,0,0,0,0,0,0,326281,0,E73L,,0,0,0,0,E73L,1,3,30,326281,,56C023,0,0,0,1,0,1,0,3,15,3,15,1,8,,1,,,,179,,2019,0,0,0,0,0,0,LINCOLN,23,,,,N,CWR,000-000-000,MPDNPB-07,LEAD LOCOMOTIVE UP6049. LOCOMOTIVE UP6194, WAS ON FIRE AND REQUESTED FIRE PERSONNEL DUE T,O THE TRAIN CONTAINING MULTIPLE LUMBER RAILCARS. NO DERAILMENT OR TRACK DAMAGE.,,,,,,,,,,,,,,0,41.822.786,-110.900.664,1,1,Q,J,,POCATELLO SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,BNSF,PR1219107,19,12,UP,1219GP035,19,12,BNSF,PR1219107,,,19,12,9,1,45,AM,13,0,0,0,0,,BILL,80.6,56,18,4,2,0,,,,0,,,MAIN 2 TRACK,4,22. Jun,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,H403,,0,0,0,0,H403,1,4,22,90000,,56C009,0,0,0,0,0,0,0,,,,,2,8,,1,,,,217,,2019,0,0,0,0,0,0,CONVERSE,9,,,,,CWR,,FOREIGN TRAIN F-CGGCA 1-08 CAUSED TRACK AND SIGNAL DAMAGES WHILE TRAVERSING MAIN 2 TRACK DUE TO FAIL,URE TO COMPLY WITH A FIXED SIGNAL IN TURN RUNNING THROUGH 2 MAIN LINE SWITCHES. NO HAZARDOUS MATERIA,LS WERE RELEASED.,,,,,,,,,,,,,,43.254.152,-105.279.979,1,1,Q,,,ORIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,UP,1019RM016,,,,,19,10,UP,1019RM016,,,19,10,17,5,0,AM,01,0,0,0,0,,LYMAN,865.4,56,41,1,1,43,E,MRON,3,15590,1,Y,MAIN LINE 2,4,48.8,1,SP,248054,38,Y,SP,248054,38,Y,6,0,0,0,0,0,0,0,0,0,75,0,155,0,0,5,0,0,0,0,82140,67113,E34C,E22C,0,0,0,0,E34C,1,4,43,149253,,56C041,0,0,0,1,0,1,0,11,,11,,1,8,,1,,,,555,,2019,0,0,0,0,0,0,UINTA,41,,,,N,CWR,000-000-000,MRONP-16, WAS TRAVELING EAST TOWARDS GREEN RIVER ON THE EVANSTON SUB WHEN TRAIN WENT INTO EMERGENCY.,CREW WAS USING TRIP OPTIMIZER AND THAT WAS RUNNING THE TRAIN.  WHEN GOING INTO EMERGENCY THE TRAIN,BROKE INTO 4 DIFFERENT PIECES CAUSING A 5 CAR DERAILMENT ON THE SECOND BREAK BEHIND THE HEADEND.  E,ND SILL OF THE CAR BROKE CAUSING THE TRAIN TO GO INTO EMERGENCY, CAUSING THEM TO PULL OUT A DRAWBAR.,WHEN THAT HAPPENED, IT WENT UNDERNEATH THE CARS CAUSING THE DERAILMENT.  CONSIST INFORMATION WAS C,ONFIRMED 75 LOADS,155 EMPTIES,AND 6 UNITS IN CONSIST.,,,,,,,,,,0,41.540.858,-110.301.838,1,2,D,A,,EVANSTON SUB,,,,,,,,,,,,,,,,,,,,,,,
19,5,BNSF,PR0519106,,,,,19,5,BNSF,PR0519106,,,19,5,14,2,0,AM,13,0,0,0,0,,GILLETTE,17. Feb,56,50,4,1,18,R,KBAM,4,0,8,Y,MAIN 3 TRACK,4,38.18,1,BNSF,6419,1,,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,H403,H702,0,0,0,0,H403,1,4,18,40000,,56C005,0,0,0,1,0,0,1,2,25,,,1,8,,1,,,,206,,2019,0,0,0,0,0,0,CAMPBELL,5,0,0,,N,CWR,000-000-000,K-BAMBAM6013 RAN THROUGH A MAIN LINE SWITCH ON MAIN 3 TRACK CAUSING TRACK DAMAGE. CAUSE IS MOVEMENT,WITHOUT AUTHORITY, IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH. NO HAZARDOUS MATERIAL WAS REL,EASED.,,,,,,,,,,,,,0,440.824,-105.334.988,1,1,Q,,,ORIN,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,UP,0219RM032,,,,,19,2,UP,0219RM032,,,19,2,25,12,35,AM,01,0,0,0,0,,GREEN RIVER,816.85,56,18,4,1,6,E,MCYG,3,8863,1,Y,YARD 013,1,,2,TTZX,864964,53,N,,,0,,3,0,0,0,0,0,0,0,0,0,41,0,107,0,0,0,0,4,0,0,38222,1820,H511,,0,0,0,0,H511,2,1,6,40042,,56C037,0,0,0,1,0,1,0,5,30,5,30,1,8,,1,,,,221,,2019,0,0,0,0,0,0,SWEETWATER,37,0,0,,N,OTH,000-000-000,MCYGR-23 WAS SHOVING THEIR ENTIRE TRAIN INTO 7 RAIL WHEN THE TRAIN WENT INTO EMERGENCY AND THE MOVEM,ENT STOPPED.  UPON FURTHER INVESTIGATION,4 CARS WERE FOUND DERAILED.  THE POINT OF DERAILMENT WAS A,T THE 13 SWITCH FROG.,,,,,,,,,,,,,0,41.525.132,-109.464.143,2,5,,,,RAWLINS SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,UP,0819RM002,,,,,19,8,UP,0819RM002,,,19,8,3,5,0,PM,01,0,0,0,0,,GREEN RIVER,815.9,56,90,2,2,10,R,YGR2,4,3829,7,Y,YARD 014,1,,2,UP,273029,16,N,UP,273029,16,N,1,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,1,0,0,3149,6840,E07C,,0,0,0,0,E07C,2,1,10,21914,,56C037,0,0,0,2,0,0,0,2,30,,,1,8,,1,,,,354,,2019,0,0,0,0,0,0,SWEETWATER,37,0,0,,N,OTH,000-000-000,YGR21R-03,LEAD LOCOMOTIVE UP1811 WAS SHOVING WEST WITH A HOLD OF 46 CARS OFF THE EAST END LEAD INTO,14 TRACK. 1 EMPTY CENTER BEAM DERAILED COMING THROUGH THE FROG,SPLITTING 8 AND 9 TRACK. THE DERAIL,ED CAR CLIMBED THE FROG, DERAILING ITS TRAILING SET OF TRUCKS TO THE NORTH SIDE OF THE RAIL, ENDED U,P FOULING 13 TRACK WHICH STUCK CARS ON ADJACENT TRACK.,,,,,,,,,,,,3,41.519.489,-109.447.917,2,5,K,,,RAWLINS SUB,,,,,,,,,,,,,,,,,,,,,,,,
19,6,UP,0619RM017,,,,,19,6,UP,0619RM017,,,19,6,16,2,30,PM,11,0,0,0,0,,WAMSUTTER,732.65,56,70,2,2,50,E,MRVN,3,14735,1,Y,MAIN LINE 2,5,64.8,1,UP,5732,2,,UP,5732,2,,3,0,1,0,0,0,0,0,0,0,101,0,99,0,0,0,0,0,0,0,326281,0,E73L,,0,0,0,0,E73L,1,5,50,326281,,56C037,0,0,0,1,0,1,0,2,49,2,49,1,8,,1,,,,215,,2019,0,0,0,0,0,0,SWEETWATER,37,,,,N,CWR,000-000-000,AS THE TRAIN MRVNP-14,LEAD LOCOMOTIVE UP6445, WAS COMING OVER THE HILL AT TIPTON, THE CONDUCTOR LOO,KED OUT HIS WINDOW AND IN THE MIRROR SAW FLAMES COMING FROM THE SECOND UNIT,UP5732. NO DERAILMENT O,R TRACK DAMAGE.,,,,,,,,,,,,,0,41.649.771,-108.129.168,1,1,Q,,,RAWLINS SUB,,,,,,,,,,,,,,,,,,,,,,,,
19,5,UP,0519GP002,,,,,19,5,UP,0519GP002,,,19,5,2,9,40,AM,01,1,1,0,0,,CHEYENNE,509.85,56,35,2,2,2,E,YCY2,4,2186,7,Y,YARD 022,4,,2,PROX,60301,15,Y,,,0,,2,0,2,0,0,0,0,0,0,0,26,0,27,0,0,1,0,1,0,0,10781,1397,H704,H702,0,0,0,0,H704,2,4,2,12178,,56C021,0,0,0,2,0,0,0,2,40,,,1,6,,1,,,,275,,2019,0,0,0,0,0,0,LARAMIE,21,0,0,,N,OTH,000-000-000,THE YCY21R-02, WHILE SWITCHING IN CHEYENNE YARD,WAS SHOVING EAST INTO TRACK 22 WHEN THEY RAN THROUG,H THE SWITCH FROM THE SOUTH LEAD TO THE RUNNER.  AFTER MAKING THE JOINT, THE CREW STARTED TO STRETCH,THE CUT OF CARS WEST AND SPLIT THE SWITCH THAT WAS PREVIOUSLY RAN THROUGH.,,,,,,,,,,,,,3,41.127.276,-104.818.781,2,5,K,L,,LARAMIE SUB,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,UP,0319RM052,,,,,19,3,UP,0319RM052,,,19,3,3,12,10,AM,13,0,0,0,0,,BUFORD,538.0,56,-2,4,6,32,E,MRVN,3,14862,1,Y,MAIN LINE 1,5,62.5,1,KCS,118184,35,Y,KCS,118184,35,Y,3,0,0,0,1,0,0,0,0,0,93,0,119,0,0,0,0,0,0,0,11168,0,E39C,,0,0,0,0,E39C,1,5,32,11168,,56C001,0,0,0,1,0,1,0,7,10,7,10,1,6,,1,,,,131,,2019,0,0,0,0,0,0,ALBANY,1,,,,N,CWR,000-000-000,MRVNP-26 HAD A DRAWBAR FAILURE ON THE 32ND CAR OF 212,KCS118184.  NO DERAILMENT.  RAILROAD VERIFIED,212 CARS FOR THE COUNT IN #35.,,,,,,,,,,,,,,0,41.123.168,-105.330.418,1,1,,,,LARAMIE SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,BNSF,PR0419113,,,,,19,4,BNSF,PR0419113,,,19,4,13,3,45,AM,12,0,0,0,0,,BILL,102.4,56,20,4,1,5,E,UGIL,3,1942,1,Y,MAIN 1 TRACK,4,100.22,1,AOKX,496471,11,N,,,0,,1,0,0,0,0,0,0,0,0,0,9,0,26,0,0,0,0,1,0,0,87919,0,H302,,0,0,0,0,H302,1,4,5,87919,,56C009,0,0,0,1,0,1,0,7,15,7,15,1,8,,1,,,,191,,2019,0,0,0,0,0,0,CONVERSE,9,0,0,,N,CWR,000-000-000,U-GILALN1-09 IMPACTED RAILCARS WHILE SHOVING MAIN 1 TRACK DUE TO LEAVING RAILCARS IN FOUL OF TRACK.,RESULTED IN 1 RAILCAR DERAILED AND EQUIPMENT DAMAGES. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,42.948.973,-105.256.642,1,1,Q,,,ORIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,UP,0519RM007,,,,,19,5,UP,0519RM007,,,19,5,3,1,30,PM,01,0,0,0,0,,GRANITE CANON,534.9,56,44,2,1,38,R,MPCN,3,6496,1,Y,MAIN LINE 1,5,59.5,1,ARMN,110423,73,Y,ARMN,110423,73,Y,3,0,0,0,0,0,0,0,0,0,42,0,36,0,0,1,0,0,0,0,22976,165350,E61C,,0,0,0,0,E61C,1,5,38,188326,,56C021,0,0,0,1,0,1,0,7,30,7,30,1,6,,1,,,,132,,2019,0,0,0,0,0,0,LARAMIE,21,,,,N,CWR,000-000-000,MPCNP-02,HAD CAR ARM110423 DERAIL AT MP 539.9 AND TRAIN WAS STOPPED AT MP 533.  SINGLE CAR DERAILME,NT, NO OTHER EQUIPMENT INVOLVED.,,,,,,,,,,,,,,0,4.111.239,-105.274.331,1,1,Q,,,LARAMIE SUB,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,UP,0719RM037,,,,,19,7,UP,0719RM037,,,19,7,29,5,15,AM,13,0,0,0,0,,GREEN RIVER,816.6,56,57,1,1,4,R,YGR3,3,140,7,Y,YARD 009,1,,2,UP,1702,1,,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,104100,H307,,0,0,0,0,H307,2,1,4,104100,,56C037,0,0,0,2,0,0,0,6,45,,,1,8,,1,,,,185,,2019,0,0,0,0,0,0,SWEETWATER,37,1,,,N,CWR,000-000-000,THE YGR30R-28 LEAD LOCOMOTIVE UP1702 RAN THROUGH THE 9 SWITCH CAUSING DAMAGE TO THE SWITCH. NO DERAI,LMENT OR EQUIPMENT DAMAGE. 1 ALCOHOL POSITIVE - NOT DETERMINED TO BE A CAUSAL FACTOR.,,,,,,,,,,,,,,3,41.523.419,-109.460.053,2,5,K,,,RAWLINS SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,UP,1219GP035,,,,,19,12,BNSF,PR1219107,,,19,12,9,1,45,AM,13,0,0,0,0,,BILL,80.6,56,18,4,2,22,E,CGGC,4,3124,1,Y,MAIN LINE 2,4,22. Jun,1,UP,5565,1,,,,0,,2,0,2,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,H403,,0,0,0,0,H403,1,4,22,90000,,56C009,0,0,0,1,0,1,0,,45,,45,1,8,,1,,,,261,,2019,0,0,0,0,0,0,CONVERSE,9,,,,N,CWR,000-000-000,CREW THOUGHT THEY WERE OPERATING ON MAIN TRACK 1 AND WERE ON MAIN TRACK 2.  PASSED SIGNAL DISPLAYING,STOP INDICATION AND OCCUPIED SEGMENT OF MAIN TRACK WITHOUT AUTHORITY.  CREW RAN THRU BNSF MAINTAINE,D SWITCH.  BNSF MAINTAINS TRACK.  BNSF TRACK DAMAGE = $90,0,,,,,,,,,,,,,0,43.254.152,-105.279.979,1,1,Q,,,ORIN SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
