"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"19","01","UP","0119ES039","","","","","19","01","UP","0119ES039","","746542W","19","01","17","12","30","PM","07","0","0","0","1","","VICTORIA","23.25","48","65","2","2","015","E","","1","0","A","Y","SINGLE MAIN TRACK","3",".6","1","ATS","000804","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","60000","99","M308","","0","0","0","0","M308","1","3","015","60099","","48C469","0","000000","0","1","0","0","0","05","30","","","1","5","","1","","","","130","","2019","0","0","0","0","0","0","VICTORIA","469","","00","","N","CWR","000-000-000","TAMPER ATS0804 WAS TRAVELING NORTH, WHEN THEY STRUCK A VEHICLE AT A PRIVATE CROSSING.  DRIVER OF VEH","ICLE DID NOT STOP AT CROSSING.","","","","","","","","","","","","","","0","28.767954","-96.948388","1","2","","","","CUERO SUB",
"19","04","NS","133544","","","","","19","04","NS","133544","","","19","04","11","3","33","PM","13","0","0","0","0","","BELLEVUE","PC004.","42","70","2","1","024","R","67XC","4","4264","1","Y","DOUBLE-FT WAYNE MAIN","3","0016","1","NS","004107","001","N","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","100","0","0","0","0","0","0","0","32","17500","H221","","0","0","0","0","H221","1","3","024","17532","","42C003","0","000000","0","1","0","1","0","09","18","09","18","1","2","","1","","","","160","","2019","0","0","0","0","0","0","ALLEGHENY","003","00","00","","N","CWR","000-000-000","67XC110 TRAVELING WEST WITH 2 UNITS, 2 LOADS, 100 EMPTIES, AND 4264 TONS ON FT WAYNE LINE MAIN #2 PA","SSED A STOP SIGNAL AND RAN THROUGH A SWITCH, NO DERAILMENTS.","","","","","","","","","","","","","","0","40.486039","-80.055661","1","1","G","","","FORT WAYNE LINE",
"19","04","CSX","000182684","","","","","19","04","CSX","000182684","","","19","04","30","2","18","AM","01","43","6","0","0","","PHILADELPHIA","0005.0","42","53","4","1","007","R","Y391","3","0","7","Y","EAST SWITCHING LEAD","1","0000.0","2","TILX","355499","019","Y","","","000","","2","0","0","0","0","0","0","0","0","0","39","0","4","0","0","7","0","0","0","0","187385","550","T309","","0","0","0","0","T309","2","1","007","187935","","42C101","0","000000","0","1","0","1","0","03","18","03","18","1","2","","1","","","","389","","2019","0","0","0","0","0","0","PHILADELPHIA","101","","","","N","OTH","000-000-000","Y39129 DERAILED 7 CARS AT THE 12/13-14/15 SWITCH ON THE EAST LADDER AT GREENWICH YARD.  THE TAPS TEA","M FOUND WORN GEARS ON THE SWITCH STAND THAT ALLOWED LATERAL MOVEMENT OF THE OPPOSITE SWITCH POINT WH","ICH ALLOWED WHEELS TO MAKE CONTACT WITH BOTH SWITCH POINTS, RESULTING IN THE RAIL ROLLING OVER AND F","URTHER CAUSING THE RAIL TO BREAK DERAILING THE TILX 355499 AND 4 TRAILING CARS BEHIND IT.","","","","","","","","","","","","3","39.898302","-75.16734","2","5","","","","PHILADELPHIA",
"19","04","NS","133441","","","","","19","04","NS","133441","","","19","04","02","9","5","AM","03","0","0","0","0","","LEETSDALE","PC015.","42","35","2","2","000","E","SSC1","4","0","A","Y","DOUBLE-FT WAYNE MAIN","4","0016","1","SSC","011028","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7500","0","H997","","0","0","0","0","H997","1","4","003","15000","","42C003","0","000000","0","2","0","0","0","03","05","","","3","2","","1","","","","193","","2019","0","0","0","0","0","0","ALLEGHENY","003","","","","N","CWR","","M&W CREW MEMBER TRAVELING WEST ON FT WAYNE LINE MAIN IN MACHINE CA99007 TOWING LPA12096R WAS UNABLE","TO STOP SHORT OF MACHINE SSC11028, DAMAGING THE EQUIPMENT (NO TRANSPORTATION CREWS INVOLVED).","","","","","","","","","","","","","","0","40.569214","-80.215065","1","1","D","","","FORT WAYNE LINE",
"19","06","NIRC","2019071447","","","","","19","06","NIRC","2019071447","","","19","06","28","1","43","PM","01","0","0","0","0","","CHICAGO","","17","81","2","2","010","E","#213","4","0","7","Y","6 EAST","X","","2","METX","000077","001","N","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","11298","T113","","0","0","0","0","T113","2","X","010","11298","","17C031","0","000000","0","1","","","","07","58","","","1","4","","6","","","","232","","2019","0","0","0","0","0","0","COOK","031","","","","N","CWR","000-000-000","TRAIN #2134 WAS ENTERING WESTERN AVE COACH YARD, WHEN IT LOCOMOTIVE #77 DERAILED ON THE 6 EAST TRACK",". AFTER THE INVESTIGATION IT WAS DETERMINED THAT THE CAUSE OF THE DERAILMENT WAS WIDE GAGE AND THE R","AILROAD TIES HAD EXCESSIVE WEAR.","","","","","","","","","","","","","0","41.859244","-87.67715","2","5","K","L","","WESTERN AVENUE YARD",
"19","07","IAIS","2019033","19","07","CP","1001027739","19","07","IAIS","2019033","","","19","07","10","11","2","AM","01","0","0","0","0","","ROCK ISLAND","182.2","17","88","2","1","000","","","4","0","","","SINGLE MAIN TRACK","1","16","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45541","T401","","0","0","0","0","T401","1","1","008","52092","","17C161","0","000000","0","","","","","","","","","1","4","","2","","","","181","","2019","0","0","0","0","0","0","ROCK ISLAND","161","","","","","OTH","000-000-000","CP JOB B73-10 WAS WESTBOUND OVER GOVERNMENT BRIDGE WHEN TWO LOCOMOTIVES DERAILED WHEN IT TRAVERSED O","NTO THE BRIDGE SPAN DUE TO THE LIFT RAIL BEING ELEVATED AND NOT PROPERLY ALIGNED.","","","","","","","","","","","","","","","41.517186","-90.565579","1","1","G","","","IC",
"19","06","NIRC","2019071440","","","","","19","06","NIRC","2019071440","","","19","06","26","6","30","PM","01","0","0","0","0","","BLUE ISLAND","15.8","17","76","3","1","011","E","TRAI","4","0","3","Y","MAIN TRACK #2","X","","1","METX","007373","005","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","34302","16093","T112","","0","0","0","0","T112","1","X","011","50395","","17C031","0","000000","0","1","","1","1","13","50","13","40","1","4","","6","","","","206","","2019","0","0","0","0","0","0","COOK","031","","","","N","CWR","000-000-000","TRAIN #617 DERAILED HEADING BACK INTO THE YARD TO TIE UP FOR THE NIGHT. LOCOMOTIVE 209 AND AND FOUR","OTHER CARS MADE IT THROUGH THE SWITCH BUT CAR(5) B END TRUCKS AND CAR (6) A END TRUCKS WERE ON THE G","ROUND.","","","","","","","","","","","","","0","41.643186","-87.6916","1","1","J","L","Q","BEVERLY",
"19","04","NS","133441","","","","","19","04","NS","133441","","","19","04","02","9","5","AM","03","0","0","0","0","","LEETSDALE","PC015.","42","35","2","2","003","E","CA99","4","0","A","Y","DOUBLE-FT WAYNE MAIN","4","0016","1","CA","099007","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7500","0","H997","","0","0","0","0","H997","1","4","003","15000","","42C003","0","000000","0","1","0","0","0","03","05","","","1","2","","1","","","","193","","2019","0","0","0","0","0","0","ALLEGHENY","003","","","","N","CWR","","M&W CREW MEMBER TRAVELING WEST ON FT WAYNE LINE MAIN IN MACHINE CA99007 TOWING LPA12096R WAS UNABLE","TO STOP SHORT OF MACHINE SSC11028, DAMAGING THE EQUIPMENT (NO TRANSPORTATION CREWS INVOLVED).","","","","","","","","","","","","","","0","40.569214","-80.215065","1","1","D","","","FORT WAYNE LINE",
"19","06","CC","1002185","","","","","19","06","ZWDB","INDUSTRY","","","19","06","15","5","8","PM","04","0","0","0","0","","FARLEY","207.00","19","73","2","2","000","","","4","0","5","N","TR DUBUQUE 0.12 FA77","1","12.85","4","TILX","281119","001","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2500","0","H307","H302","0","0","0","0","H307","4","1","007","55000","","19C061","0","000000","0","0","0","0","0","","","","","1","6","","6","","","","225","","2019","0","0","0","0","0","0","DUBUQUE","061","","","","N","OTH","","L56591-15 (CN5405, 5E 150T 300F) WAS SHOWING 5 CARS EASTWARD INTO TRACK D WHEN TILX290860 ON MOVEMEN","T COLLIDED WITH TILX281119 WHICH WAS FOUL IN TRACK FA77. TILX281119 SUSTAINED WALKWAY DAMAGE. NO HAZ","MAT OR INJURIES INVOLVED.","","","","","","","","","","","","","0","42.443999","-91.009385","2","5","","","","DUBUQUE",
"19","07","SAPT","SAP446419","","","","","19","07","SAPT","SAP446419","","840851P","19","07","16","12","30","PM","07","0","0","0","0","","GARDEN CITY","1.0","13","98","2","1","010","R","CREW","2","0","8","Y","#3 INTERCHANGE XING","1","1.81","2","RLIX","001215","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17000","0","M302","","0","1","0","1","M302","2","1","010","17000","","13C051","1","000000","0","1","0","1","0","01","30","01","30","1","3","","3","","","","167","","2019","0","0","0","0","0","1","CHATHAM","051","00","00","","N","OTH","000-000-000","CREW B, OPERATING LIGHT LOCOMOTIVE, WAS APPROACHING THE #3 INTERCHANGE CROSSING WHEN A TRACTOR TRAIL","ER FAILED TO YIELD AT THE CROSSING AND WAS STRUCK BY THE RLIX 1215.","","","","","","","","","","","","","","0","32.11535","-81.146335","2","5","K","","","GARDENCITY",
"19","01","CSX","000180931","","","","","19","01","CSX","000180931","","340408K","19","01","23","12","14","PM","07","0","0","0","0","","KENNESAW","0028.6","13","57","2","1","028","R","A703","1","2299","1","Y","#2 MAIN","3","0041.1","1","CSXT","005491","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","15","0","14","0","0","0","0","0","0","0","7491","9168","M303","","0","1","0","1","M303","1","3","028","16659","","13C067","1","000000","0","1","0","1","0","04","14","04","14","1","3","","1","","","","193","","2019","0","0","0","0","0","1","COBB","067","","","","N","CWR","000-000-000","A70323 STRUCK OCCUPIED WHITE 2012 HUNDAI SANTA FE SUV OF ELDERLY MOTORIST STOPPED AT CROSSING. PROTE","CTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).","","","","","","","","","","","","","","0","34.022674","-84.614608","1","1","","","","W AND A",
"19","08","BNSF","TC0819102","","","","","19","08","BNSF","TC0819102","","","19","08","09","3","56","PM","01","0","0","0","0","","PISEK","26.5","38","77","2","1","025","R","GPKV","3","16270","8","Y","SINGLE MAIN TRACK","2","1.05","1","BNSF","004279","116","","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75000","100000","T109","","0","0","0","0","T109","1","2","025","175000","","38C099","0","000000","0","2","0","1","0","03","55","03","55","1","8","","1","","","","169","","2019","0","0","0","0","0","0","WALSH","099","","","","N","CWR","000-000-000","TWO REAR DP UNITS ON G-PKVKAL909H DERAILED AS THE TRAIN TRAVERSED OVER THE HANNAH SUBDIVISION ON SIN","GLE MAIN TRACK. DERAILMENT OCCURRED DUE TO IRREGULAR TRACK ALIGNMENT.","","","","","","","","","","","","","","0","48.286439","-97.701165","2","2","P","","","HANNAH",
"19","02","BNSF","HL0219119","","","","","19","02","BNSF","HL0219119","","","19","02","23","9","0","AM","11","3","0","0","0","","CRESTON","392.6","19","34","2","4","007","E","HLIN","3","8175","1","Y","110","1","","2","UCEX","097170","011","Y","","","000","","3","0","0","0","0","0","0","0","0","0","47","0","59","0","0","10","0","0","0","0","54400","108920","M505","","0","0","0","0","M505","2","1","007","163320","","19C175","0","000000","0","1","0","1","0","09","40","09","40","1","6","","1","","","","141","","2019","0","0","0","0","0","0","UNION","175","","","","N","OTH","000-000-000","H-LINGAL1-21 DERAILED 10 RAILCARS PULLING OUT OF YARD TRACK 110.  NO HAZARDOUS MATERIALS WERE RELEAS","ED.  CAUSE IS UNDER ACTIVE INVESTIGATION.","","","","","","","","","","","","","","0","41.05678","-94.353589","2","5","K","","","CRESTON",
"19","04","DMVW","DE041719","","","","","19","04","DMVW","DE041719","","","19","04","17","7","15","PM","01","0","0","0","0","","FULLERTON","280.6","38","47","2","3","008","E","132","4","3410","1","Y","V09","1","","3","CP","608467","022","Y","","","000","","2","0","0","0","0","0","0","0","0","0","26","0","1","0","0","8","0","0","0","0","15000","10000","T001","","0","0","0","0","T001","3","1","008","25000","","38C021","0","000000","0","1","0","1","0","01","15","01","15","1","8","","3","","","","123","","2019","0","0","0","0","0","0","DICKEY","021","","","","N","OTH","000-000-000","WHILE SHOVING THE 132 TRAIN INTO THE FULLERTON SIDING, 8 CARS DERAILED DUE TO SOFT TRACK CONDITIONS.","
30. Z-ELEVATOR SIDING","","","","","","","","","","","","","","0","46.094109","-98.252991","2","5","Z","","","DAKOTA",
"19","01","FCR","FCR192381","","","","","19","01","FCR","FCR192381","","","19","01","28","12","20","AM","01","0","0","0","0","","ATLANTA","7.4","13","34","4","2","007","R","Y102","2","0","1","Y","SOUTH LEG WYE","X","","2","ARMN","170370","026","Y","","","000","","3","0","0","0","0","0","0","0","0","0","32","0","0","0","0","10","0","0","0","0","700000","350000","T102","","0","0","0","0","T102","2","X","007","1050000","","13C121","0","000000","0","1","0","1","1","02","20","02","20","1","3","","6","","","","219","","2019","0","0","0","0","0","0","FULTON","121","","","","N","OTH","000-000-000","CREW WAS SHOVING 32 CARS SOUTH IN THE FULTON INDUSTRIAL PARK WHEN THE 26TH CAR IN THE CONSIST DERAIL","ED CAUSING 9 OTHER CARS TO DERAIL WITH 6 CARS ON THEIR SIDE. DERAILMENT WSA CAUSED BY IRREGULAR CROS","S-LEVEL IN A CURVE.","","","","","","","","","","","","","0","33.75269","-84.562866","2","5","","","","FULCO SUB",
"19","05","RRVW","05032019","","","","","19","05","RRVW","05032019","","","19","05","03","3","40","PM","01","0","0","0","0","","KINDRED","35.0","38","60","2","1","005","E","CASS","4","1950","4","Y","KINDRED ELEVATOR","2","3","3","RRVW","040253","012","Y","","","000","","2","0","0","0","0","0","0","0","0","0","15","0","0","0","0","4","0","0","0","0","6000","22697","T110","","0","0","0","0","T110","3","2","005","28697","","38C017","0","000000","0","1","0","1","0","04","30","04","30","1","8","","3","","","","131","","2019","0","0","0","0","0","0","CASS","017","00","00","","N","OTH","000-000-000","PULLING OUT THE WEST END OF THE SIDING AT KNIDRED THE 12TH CAR FROM THE HEAD END DERAILED. A TOTAL O","F 4 CARS DERAILED 2 TIPPED OVER","","","","","","","","","","","","","","0","46.661705","-97.030773","2","5","","","","SECOND",
"19","05","DMVW","DE0517KIN","","","","","19","05","DMVW","DE0517KIN","","","19","05","17","10","50","AM","01","0","0","0","0","","NAPOLEON","369","38","41","2","2","010","E","139","4","7150","1","Y","MAIN","2","2","1","NOKL","833508","026","Y","","","000","","2","0","0","0","0","0","0","0","0","0","55","0","0","0","0","7","0","0","0","0","65000","57000","T099","","0","0","0","0","T099","1","2","010","122000","","38C047","0","000000","0","1","0","1","0","03","50","03","50","1","8","","3","","","","99","","2019","0","0","0","0","0","0","LOGAN","047","","","","N","OTH","000-000-000","28. EMBANKMENT FAILURE
SEVEN CARS OF A FIFTY FIVE CAR TRAIN DERAILED DUE TO AN EMBANKMENT FAILURE.","","","","","","","","","","","","","","","0","46.540896","-99.874302","2","2","P","","","DAKOTA",
"19","04","NS","133442","","","","","19","04","NS","133442","","","19","04","03","5","35","AM","01","0","0","0","0","","OBERLIN","HP108.","42","28","1","1","005","R","204H","3","6554","1","Y","RUTHERFORD SIDING","2","0000","3","DTTX","785137","001","Y","","","000","","3","0","0","0","0","0","0","0","0","0","43","0","1","0","0","3","0","0","0","0","292418","41527","T208","","0","0","0","0","T208","3","2","005","333945","","42C043","0","000000","0","1","0","1","0","07","50","07","50","1","2","","1","","","","180","","2019","0","0","0","0","0","0","DAUPHIN","043","","","","N","OTH","000-000-000","204HV02 PULLING EAST DOWN THE SIDING IN RUTHERFORD YARD WAS TAKING HEAD ROOM TO SPOT FIVE PAD AND SE","VEN PAD DERAILED THREE ARTICULATED INTERMODAL CARS ALL BEING THREE BUCKETS EACH.","","","","","","","","","","","","","","0","40.256386","-76.802178","2","5","L","","","HARRISBURG LINE",
"19","07","UP","0719HO027","","","","","19","07","UP","0719HO027","","","19","07","21","5","55","AM","12","0","0","0","0","","LA PORTE","0.5","48","81","1","2","002","E","LHU2","2","133","7","Y","YARD 008","1","","2","XOMX","717241","005","Y","","","000","","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","0","1","0","0","29196","2110","S007","","0","0","0","0","S007","2","1","002","48249","","48C201","0","000000","0","2","0","0","0","06","55","","","1","5","","1","","","","158","","2019","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","LHU22R-20 WAS PULLING OUT OF BOWL 7 WHEN RAILCAR UTCX46850 ROLLED OUT OF BOWL 8, SIDESWIPING THE LHU","22R. THIS CAUSED THE DERAILMENT OF THREE CARS IN THE BOWL.","","","","","","","","","","","","","","3","29.682941","-95.038828","2","5","K","","","SEABROOK IND LD",
"19","01","UP","0119GC021","","","","","19","01","UNIQ","INDUSTRY","","","19","01","03","9","57","AM","01","0","0","0","0","","TROUP","37.1","48","44","2","2","005","R","LHA4","1","2985","7","Y","INDUSTRY 735","1","","4","WWUX","025502","019","N","","","000","","2","0","0","0","0","0","0","0","0","0","20","0","15","0","0","4","0","1","0","0","11225","19599","T110","","0","0","0","0","T110","4","1","005","30824","","48C073","0","000000","0","1","0","1","0","03","27","03","27","1","5","","1","","","","94","","2019","0","0","0","0","0","0","CHEROKEE","073","","","","N","OTH","000-000-000","LHA43-03 WAS SHOVING INTO UNIMIN CLAY TRACK 735 AND DERAILED 5 CARS.  INDUSTRY MAINTAINS TRACK","","","","","","","","","","","","","","","0","32.128288","-95.128444","2","5","K","","","PALESTINE SUB",
"19","02","KYLE","KYL935119D","","","","","19","02","KYLE","KYL935119D","","","19","02","02","6","50","AM","01","0","0","0","0","","CONCORDIA","485.4","20","40","1","2","002","R","KYLL","4","13680","1","Y","SINGLE MAIN TRACK","1","3.6","1","DSRC","008025","012","Y","","","000","","4","0","0","0","0","0","0","0","0","0","105","0","1","0","0","5","0","0","0","0","7000","50000","T314","","0","0","0","0","T314","1","1","002","57000","","20C029","0","000000","0","1","0","1","0","08","30","08","30","1","6","","3","","","","348","","2019","0","0","0","0","0","0","CLOUD","029","","","","N","OTH","000-000-000","THE CREW PULLED  OFF THE BNSF MAINLINE AT 5 MPH. ONCE  THE CREW  CLEARED THE BNSF MAINLINE AFTER SHO","VING APPROXIMATELY 5580' THE ENGINEER FELT  SOME RESISTANCE AS THE TRAIN CAME TO A  STOP.  THE CONDU","CTOR  WALKED THE TRAIN  AND DISCOVERED 5 CARS HAD DERAILED AT THE CONNECTIONS SWITCH  THAT LEADS TO","THE BNSF MAINLINE.  ALL 5 CARS REMAINED UPRIGHT.","","","","","","","","","","","","0","39.573819","-97.659462","2","3","","","","CONCORDIA",
"19","02","BNSF","KS0219201","19","02","ATK","157589","19","02","BNSF","KS0219201","","008826R","19","02","12","2","45","AM","07","0","0","0","0","","PEABODY","164.3","20","30","4","1","000","","","","0","","","SINGLE MAIN TRACK","4","69.92","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","M302","","0","0","1","0","M302","1","4","079","27384","","20C115","0","000000","0","0","0","0","0","","","","","2","6","","1","","","","105","","2019","0","0","0","0","0","0","MARION","115","","","","","CWR","","AMTRAK TRAIN STRUCK OCCUPIED VEHICLE ON CROSSING WHICH RESULTED IN APPROXIMATELY $27,134 IN LOCO DAM","AGES.","","","","","","","","","","","","","","","38.188172","-97.045127","1","1","Q","J","","LA JUNTA",
"19","02","UP","0219HL004","","","","","19","02","UP","0219HL004","","","19","02","07","7","31","PM","01","9","0","0","0","","KANSAS CITY","4.8","20","13","3","1","004","E","YAR3","4","803","7","Y","YARD 191","1","","2","UP","000814","001","","","","000","","1","0","0","0","0","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","3081","15657","H702","","0","0","0","0","H702","2","1","004","18738","","20C209","0","000000","0","2","0","0","0","05","01","","","1","6","","1","","","","440","","2019","0","0","0","0","0","0","WYANDOTTE","209","00","00","","N","OTH","000-000-000","THE YAR33R-07 WAS PULLING A CUT OF CARS FROM THE ARMOURDALE BOWL ONTO THE WEST END ZONE WHEN THE LOC","OMOTIVE RAN THROUGH A SWITCH THAT HAD BEEN THROWN SOMEHOW AGAINST THEIR MOVE.  WHEN THE UP814 STARTE","D HEADING BACK EASTWARD TOWARDS THE BOWL, THE LOCOMOTIVE STARTED GOING DOWN TRACK 15802 AND DERAILED","AT THE FROG GOING INTO TRACK 802.  AFTER A PROPER INVESTIGATION WITH TIR, VIDEOS, AND DOWN LOADS, T","HE CAUSING CREW COULD NOT BE DETERMINED.","","","","","","","","","","","3","39.096228","-94.668384","2","5","K","","","K C METRO KANSAS",
"19","04","NS","133521","","","","","19","04","NS","133521","","","19","04","10","9","30","AM","01","0","0","0","0","","NORFOLK","LP001.","51","72","2","1","004","E","UL01","4","0","7","Y","HORN TRACK","1","0000","2","NS","003333","002","N","","","000","","2","0","0","0","0","1","0","0","0","0","76","0","0","0","0","3","0","0","0","0","8016","8666","T314","","0","0","0","0","T314","2","1","004","16682","","51C710","0","000000","0","1","0","1","0","02","45","02","45","1","2","","1","","","","70","","2019","0","0","0","0","0","0","NORFOLK","710","","","","N","CWR","000-000-000","UL01 PULLING CARS WEST DERAILED ONE ENGINE AND THREE LOADED COAL CARS.","","","","","","","","","","","","","","","0","36.873777","-76.301703","2","5","K","","","NORFOLK",
"19","01","UP","0119GC022","","","","","19","01","UP","0119GC022","","","19","01","04","6","50","AM","01","0","0","0","0","","HOUSTON","375.97","48","39","1","2","004","E","YHO3","1","3522","7","Y","YARD 311","1","","2","GATX","060797","010","N","","","000","","2","0","0","0","0","0","0","0","0","0","7","0","12","0","0","1","0","1","0","0","53785","13338","S007","","0","0","0","0","S007","2","1","004","67123","","48C201","0","000000","0","2","0","0","0","07","50","","","1","5","","1","","","","137","","2019","0","0","0","0","0","0","HARRIS","201","00","00","","N","CWR","000-000-000","YHO32R 03 WAS PUTTING BRAKES AND CARS INTO 311.  AS THEY WERE DRAGGING OUT THEY DERAILED 2 CARS UPRI","GHT.  NO INJURIES OR HAZMAT RELEASES.","","","","","","","","","","","","","","3","29.815969","-95.289257","2","5","K","","","SETTEGAST IND LD",
"19","01","BNSF","RD0119103","19","01","TXR","TXR190104","19","01","BNSF","RD0119103","","","19","01","04","12","5","AM","01","0","0","0","0","","BROWNWOOD","347.5","48","32","4","2","000","","","","0","","","113","1","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8946","T110","","0","0","0","0","T110","2","1","005","11445","","48C049","0","000000","0","0","0","0","0","","","","","1","5","","1","","","","142","","2019","0","0","0","0","0","0","BROWN","049","","","","","OTH","","FOREIGN TRAIN F-TXR1251-04 DERAILED 5 RAILCARS WHILE PULLING INTO YARD TRACK 113 DUE TO TRACK WIDE G","AGE. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","","31.713995","-98.967609","2","5","K","","","LAMPASAS",
"19","01","BNSF","RD0119104","","","","","19","01","BNSF","RD0119104","","","19","01","05","8","40","PM","12","0","0","0","0","","FORT WORTH","6.8","48","50","3","1","004","E","YNYF","3","5431","7","Y","9113","1","","2","BNSF","485636","037","Y","","","000","","2","0","0","0","0","0","0","0","0","0","41","0","2","0","0","0","0","0","0","0","86011","0","H318","H312","0","0","0","0","H318","2","1","004","86011","","48C439","0","000000","0","1","0","1","1","04","45","04","45","1","5","","1","","","","184","","2019","0","0","0","0","0","0","TARRANT","439","","","","N","OTH","000-000-000","Y-NYF2021-05 EXPERIENCED DAMAGE TO 2 RAILCARS IN YARD TRACK 9113 DURING SWITCHING OPERATIONS DUE TO","INADEQUATE PRECAUTIONS WHILE KICKING RAILCARS. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","32.822682","-97.330343","2","5","K","","","WICHITA FALLS",
"19","07","UP","0719HO027","","","","","19","07","UP","0719HO027","","","19","07","21","5","55","AM","12","0","0","0","0","","LA PORTE","0.5","48","81","1","2","001","E","","2","129","5","N","YARD 008","1","","2","UTCX","046850","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","16943","0","S007","","0","0","0","0","S007","2","1","002","48249","","48C201","0","000000","0","0","0","0","0","","","","","3","5","","1","","","","158","","2019","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","LHU22R-20 WAS PULLING OUT OF BOWL 7 WHEN RAILCAR UTCX46850 ROLLED OUT OF BOWL 8, SIDESWIPING THE LHU","22R. THIS CAUSED THE DERAILMENT OF THREE CARS IN THE BOWL.","","","","","","","","","","","","","","0","29.682941","-95.038828","2","5","K","","","SEABROOK IND LD",
"19","07","UP","0719HO030","","","","","19","07","GCSC","INDUSTRY","","","19","07","29","11","45","AM","01","0","0","0","0","","DAYTON","47.0","48","88","2","1","007","E","LHX0","4","6251","7","Y","YARD 080","2","","2","HCBX","001415","051","Y","","","000","","3","0","0","0","0","0","0","0","0","0","48","0","0","0","0","1","0","0","0","0","13132","200","H307","","0","0","0","0","H307","2","2","007","13332","","48C291","0","000000","0","2","0","0","0","04","15","","","1","5","","1","","","","157","","2019","0","0","0","0","0","0","LIBERTY","291","00","00","","N","CWR","000-000-000","LHX02R-29 WAS SHOVING 48 CARS INTO TRACK 27 AT GULF COAST SWITCHING WHEN THEY SHOVED THROUGH THE END","OF THE TRACK, DERAILING 1 CAR. *INDUSTRY MAINTAINS TRACK","","","","","","","","","","","","","","3","30.019313","-94.900312","2","5","K","","","BAYTOWN SUB",
